Word/Phrase,Type,Category ,Sub-Category ,Pronunciation,Definition,Bangla meaning,Example Sentence,ai prompt,Collocations,Synonym,Antonym
affect,(v.),"Language of thought, action & change",Cause & effect,əˈfɛkt/ এফেক্ট/ uh-fekt,Have an effect on; make a difference to,প্রভাবিত করা,The bad weather will affect our travel plans.,"A single water drop causing bright, far-reaching ripples across a calm pond","[
{
""phrase"": ""directly affect"",
""example_sentence"": ""The team was able to directly affect when needed.""
},
{
""phrase"": ""deeply affect"",
""example_sentence"": ""The team was able to deeply affect when needed.""
},
{
""phrase"": ""significantly affect"",
""example_sentence"": ""The discussion focused on the significantly affect.""
}
]","influence, impact, change, concern",
occur,(v.),"Language of thought, action & change",Cause & effect,əˈkɜː/ অকার/ uh-kur,Happen; take place.,ঘটা,The accident occurred at night.,A subtle illustration of two cars colliding slightly under a dark night sky.,"[
{
""phrase"": ""frequently occur"",
""example_sentence"": ""The discussion focused on the frequently occur.""
},
{
""phrase"": ""tend to occur"",
""example_sentence"": ""The discussion focused on the tend to occur.""
}
]","happen, take place, arise, come about",
arise,(v.),"Language of thought, action & change",Cause & effect,əˈraɪz/ অ্যারাইজ/ uh-rahyz,"(Of a problem, opportunity, or situation) emerge; become apparent",উত্থাপিত হওয়া / দেখা দেওয়া,A new problem has arisen.,A bright glowing sun slowly rising over a dark mountain peak,"[
{
""phrase"": ""problems arise"",
""example_sentence"": ""The discussion focused on the problems arise.""
},
{
""phrase"": ""complications arise"",
""example_sentence"": ""The discussion focused on the complications arise.""
},
{
""phrase"": ""unexpectedly arise"",
""example_sentence"": ""The discussion focused on the unexpectedly arise.""
}
]","come up, occur, emerge, develop","end, disappear"
avoid,(v.),"Language of thought, action & change",Cause & effect,əˈvɔɪd/ অ্যাভয়েড/ uh-void,Keep away from or stop oneself from doing (something),এড়িয়ে চলা,You should try to avoid eating too much sugar.,"A person skillfully dodging a large falling red boulder, dynamic action","[
{
""phrase"": ""avoid doing"",
""example_sentence"": ""People often avoid doing when the situation requires it.""
},
{
""phrase"": ""narrowly avoid"",
""example_sentence"": ""The discussion focused on the narrowly avoid.""
},
{
""phrase"": ""deliberately avoid"",
""example_sentence"": ""The discussion focused on the deliberately avoid.""
}
]","evade, escape, prevent, stay away from","face, confront"
for,(prep.),"Language of thought, action & change",Cause & effect,fɔː/ ফর/ fawr,In support of or in favor of; representing,জন্য,This gift is for you.,"A beautifully wrapped gift box with a tag saying ""For You""","[
{
""phrase"": ""look for"",
""example_sentence"": ""Please look for before signing the contract.""
},
{
""phrase"": ""wait for"",
""example_sentence"": ""Good managers know how to wait for others respectfully.""
}
]","in support of, in order to, because of",against
force,"(n.), (v.)","Language of thought, action & change",Cause & effect,fɔːs/ ফোর্স/ fawrs,Strength or energy as an attribute of physical action or movement,শক্তি / বাধ্য করা,The force of the wind knocked down the tree.,A powerful hurricane bending a palm tree,"[
{
""phrase"": ""use force"",
""example_sentence"": ""Most staff know how to use force safely.""
},
{
""phrase"": ""driving force"",
""example_sentence"": ""The driving force of the wind knocked down the tree.""
}
]","power, compel, make, push","weaken, allow"
hence,(adv.),"Language of thought, action & change",Cause & effect,hens/ হেন্স/ hens,For this reason; therefore.,অতএব / এই কারণে,"He was late, hence he missed the train.","Two diverging paths in a forest with a signpost, symbolic, atmospheric lighting","[
{
""phrase"": ""hence the name"",
""example_sentence"": ""The discussion focused on the hence the name.""
},
{
""phrase"": ""hence the need"",
""example_sentence"": ""The discussion focused on the hence the need.""
},
{
""phrase"": ""days hence"",
""example_sentence"": ""The discussion focused on the days hence.""
}
]","therefore, thus, so, consequently","despite, although"
effect,(n.),"Language of thought, action & change",Cause & effect,ɪˈfɛkt/ ইফেক্ট/ ih-fekt,A change which is a result or consequence of an action or other cause,প্রভাব / ফল,The medicine had a positive effect.,A bright ripple spreading across a calm pond,"[
{
""phrase"": ""side effect"",
""example_sentence"": ""The medicine had a positive side effect.""
},
{
""phrase"": ""cause and effect"",
""example_sentence"": ""The discussion focused on the cause and effect.""
}
]","result, consequence, impact, outcome",cause
effective,(adj.),"Language of thought, action & change",Cause & effect,ɪˈfɛktɪv/ ইফেক্টিভ/ ih-fek-tiv,Successful in producing a desired or intended result,কার্যকর,This is an effective way to learn English.,A green checkmark representing success over a gear,"[
{
""phrase"": ""highly effective"",
""example_sentence"": ""The result seemed highly effective after the final review.""
},
{
""phrase"": ""cost effective"",
""example_sentence"": ""People often cost effective when the situation requires it.""
}
]","successful, efficient, powerful, productive","ineffective, useless"
enable,(v.),"Language of thought, action & change",Cause & effect,ɪˈneɪbl/ ইনেবল/ ih-ney-buhl,Give (someone or something) the authority or means to do something,সক্ষম করা,This software will enable you to work faster.,A glowing green power switch being turned completely on,"[
{
""phrase"": ""enable someone"",
""example_sentence"": ""People often enable someone when the situation requires it.""
},
{
""phrase"": ""greatly enable"",
""example_sentence"": ""The discussion focused on the greatly enable.""
}
]","allow, permit, make possible, facilitate","prevent, disable"
increase,"(v.), (n.)","Language of thought, action & change",Cause & effect,ɪnˈkriːs/ ইনক্রিস/ in-krees,"Become or make greater in size, amount, intensity, or degree",বৃদ্ধি / বৃদ্ধি করা,The population has increased.,A thick blue arrow pointing sharply diagonally upwards,"[
{
""phrase"": ""steady increase"",
""example_sentence"": ""The discussion focused on the steady increase.""
},
{
""phrase"": ""rapid increase"",
""example_sentence"": ""The discussion focused on the rapid increase.""
}
]","grow, rise, expand, boost","decrease, reduce"
contribute,(v.),"Language of thought, action & change",Cause & effect,kənˈtrɪbjuːt/ কন্ট্রিবিউট/ kuhn-trib-yoot,"Give (something, especially money) in order to help achieve or provide something",অবদান রাখা,I contributed $50 to the charity.,Several different hands simultaneously dropping bright golden coins into a central pot,"[
{
""phrase"": ""contribute to"",
""example_sentence"": ""Good managers know how to contribute to others respectfully.""
},
{
""phrase"": ""significantly contribute"",
""example_sentence"": ""The discussion focused on the significantly contribute.""
},
{
""phrase"": ""voluntarily contribute"",
""example_sentence"": ""The discussion focused on the voluntarily contribute.""
}
]","add to, help, give, support","withdraw, hinder"
advance,"(n.), (v.)","Language of thought, action & change",Change & movement,ədˈvɑːns/ অ্যাডভান্স / ad-vahns,Progress; to move forward,অগ্রগতি / অগ্রসর হওয়া,Advance to the next level.,"Person stepping forward on path with light ahead, progressive illustration","[
{
""phrase"": ""in advance"",
""example_sentence"": ""The project remained in advance despite the sudden changes.""
},
{
""phrase"": ""advance payment"",
""example_sentence"": ""People often advance payment when the situation requires it.""
},
{
""phrase"": ""technological advance"",
""example_sentence"": ""Technological advance to the next level.""
},
{
""phrase"": ""move advance"",
""example_sentence"": ""The company plans to move advance next month.""
}
]","progress, move forward, improvement, promote","retreat, decline"
change,"(v.), (n.)","Language of thought, action & change",Change & movement,tʃeɪndʒ/ চেঞ্জ / chaynj,To become different; alteration,পরিবর্তন / পরিবর্তন করা,Change your clothes.,"Caterpillar turning into butterfly, transformation illustration","[
{
""phrase"": ""change mind"",
""example_sentence"": ""People often change mind when the situation requires it.""
},
{
""phrase"": ""small change"",
""example_sentence"": ""Small change your clothes.""
},
{
""phrase"": ""climate change"",
""example_sentence"": ""Climate change your clothes.""
},
{
""phrase"": ""change clothes"",
""example_sentence"": ""People often change clothes when the situation requires it.""
}
]","alter, modify, transformation, shift","keep, maintain"
decline,"(n.), (v.)","Language of thought, action & change",Change & movement,dɪˈklaɪn/ ডিক্লাইন / di-klyn,Decrease; to refuse,হ্রাস / প্রত্যাখ্যান,The economy declined.,"Graph showing downward arrow, declining trend illustration","[
{
""phrase"": ""decline an offer"",
""example_sentence"": ""People often decline an offer when the situation requires it.""
},
{
""phrase"": ""sharp decline"",
""example_sentence"": ""The discussion focused on the sharp decline.""
},
{
""phrase"": ""in decline"",
""example_sentence"": ""The project remained in decline despite the sudden changes.""
},
{
""phrase"": ""population decline"",
""example_sentence"": ""The discussion focused on the population decline.""
}
]","fall, decrease, refuse, worsen","increase, improve"
decrease,"(v.), (n.)","Language of thought, action & change",Change & movement,dɪˈkriːs/ ডিক্রিজ / di-krees,To become less,কমে যাওয়া / হ্রাস,Prices will decrease.,"Arrow pointing down on a bar chart, reducing illustration","[
{
""phrase"": ""decrease in"",
""example_sentence"": ""Good managers know how to decrease in others respectfully.""
},
{
""phrase"": ""steady decrease"",
""example_sentence"": ""The discussion focused on the steady decrease.""
},
{
""phrase"": ""decrease speed"",
""example_sentence"": ""People often decrease speed when the situation requires it.""
},
{
""phrase"": ""significant decrease"",
""example_sentence"": ""The discussion focused on the significant decrease.""
}
]","reduce, fall, drop, shrink","increase, grow"
