Word/Phrase,Type,Category ,Sub-Category ,Pronunciation,Definition,Bangla meaning,Example Sentence,ai prompt,Collocations,Synonym,Antonym
favour,(n.),"Language of thought, action & change","Greetings, communication & information exchange",ˈfeɪvə/ ফেভার/ fey-ver,"Approval, support, or liking for someone or something; an act of kindness beyond what is due or usual",অনুগ্রহ / পক্ষ,Can you do me a huge favour?,"A person handing another a glowing, brightly wrapped gift box","do a favour, in favour of","kindness, good deed, support, approval","disfavour, oppose"
helpful,(adj.),"Language of thought, action & change","Greetings, communication & information exchange",ˈhɛlpfl/ হেল্পফুল/ help-fuhl,Giving or ready to give help,সহায়ক,The staff at the hotel were very helpful.,A friendly employee pointing out directions on a map for a tourist,"very helpful, helpful advice","useful, supportive, cooperative, beneficial","unhelpful, useless"
manner,(n.),"Language of thought, action & change","Greetings, communication & information exchange",ˈmænə/ ম্যানার/ man-er,A way in which a thing is done or happens.,পদ্ধতি / আচরণ,He solved the problem in a clever manner.,"A person graciously holding a door open for someone else, showing good manners.","in a timely manner, good manners","way, style, method, behaviour",
mention,(v.),"Language of thought, action & change","Greetings, communication & information exchange",ˈmɛnʃn/ মেনশন/ men-shuhn,Refer to something briefly and without going into detail.,উল্লেখ করা,Did he mention what time he was arriving?,A speech bubble pointing from a person with a bright exclamation mark inside.,"don't mention it, barely mention","refer to, bring up, cite, note","omit, ignore"
goodbye,"(exclamation), (n.)","Language of thought, action & change","Greetings, communication & information exchange",ˌɡʊdˈbaɪ/ গুডবাই/ gʊd-bahy,Used to express good wishes when parting or at the end of a conversation,বিদায়,She waved goodbye as the train left.,A person standing on a platform waving a hand to a departing train,"say goodbye, wave goodbye","farewell, bye, so long, see you","hello, hi"
information,(n.),"Language of thought, action & change","Greetings, communication & information exchange",ˌɪnfəˈmeɪʃn/ ইনফরমেশন/ in-fer-mey-shuhn,"Facts or details about a person, company, product, etc.",তথ্য,"For more information, visit our website.",A glowing holographic 'i' symbol floating above a futuristic digital tablet.,"gather information, provide information","data, facts, knowledge, details",misinformation
introduce,(v.),"Language of thought, action & change","Greetings, communication & information exchange",ˌɪntrəˈdjuːs/ ইন্ট্রোডিউস/ in-truh-dyoos,"Bring (something, especially a product, measure, or concept) into use or operation for the first time.",পরিচয় করিয়ে দেওয়া / প্রবর্তন করা,Let me introduce you to my brother.,Two people shaking hands warmly while a third person smiles and gestures towards them.,"introduce to, introduce a new","present, bring in, start, initiate","remove, end"
introduction,(n.),"Language of thought, action & change","Greetings, communication & information exchange",ˌɪntrəˈdʌkʃn/ ইন্ট্রোডাকশন/ in-truh-duhk-shuhn,The action of introducing something.,সূচনা / পরিচয়,The book has a long introduction.,"The first page of a thick novel with 'Chapter 1: Introduction' written in elegant, large font.","brief introduction, formal introduction","opening, presentation, start, beginning","conclusion, end"
bye,(exclamation),"Language of thought, action & change","Greetings, communication & information exchange",baɪ/ বাই/ bahy,Short for goodbye,বিদায়,Bye! See you tomorrow.,A hand enthusiastically waving back and forth with a warm glowing outline,"say bye, wave bye, quick bye","farewell, goodbye, see you, so long","hello, hi"
agree,(v.),"Language of thought, action & change","Greetings, communication & information exchange",əˈɡriː/ এগ্রি/ uh-gree,Have the same opinion about something; concur,একমত হওয়া,I completely agree with you.,"Two checkmarks merging into one solid bright green checkmark, clean design","agree with, agree on, fully agree","consent, accept, concur, comply","disagree, oppose"
agreement,(n.),"Language of thought, action & change","Greetings, communication & information exchange",əˈɡriːmənt/ এগ্রিমেন্ট/ uh-gree-muhnt,Harmony or accordance in opinion or feeling; a negotiated and typically legally binding arrangement,চুক্তি / সম্মতি,They signed a peace agreement.,"A formal document with an elegant signature and a golden wax seal, professional","sign an agreement, reach an agreement, verbal agreement","deal, contract, understanding, consent","disagreement, conflict"
assure,(v.),"Language of thought, action & change","Greetings, communication & information exchange",əˈʃʊər/ অ্যাশিওর/ uh-shoor,Tell someone something positively or confidently to dispel any doubts they may have,নিশ্চিত করা,"I assure you, everything is fine.","Two people shaking hands, one looking very confident and reassuring","assure someone, confidently assure, sincerely assure","reassure, guarantee, confirm, promise","doubt, worry"
advice,(n.),"Language of thought, action & change","Greetings, communication & information exchange",ədˈvaɪs/ এডভাইস/ uhd-vahys,Guidance or recommendations offered with regard to prudent future action,উপদেশ,I need some advice on buying a car.,"A wise old owl perched on a branch, giving a gentle hoot, storybook illustration","give advice, take advice, piece of advice","guidance, recommendation, tip, counsel",
advise,(v.),"Language of thought, action & change","Greetings, communication & information exchange",ədˈvaɪz/ এডভাইজ/ uhd-vahyz,Offer suggestions about the best course of action to someone,উপদেশ দেওয়া,The doctor advised him to stop smoking.,"A doctor warmly pointing to a health chart while talking to a patient, clean vector","strongly advise, advise against, advise someone to","guide, recommend, counsel, suggest","mislead, discourage"
acknowledge,(v.),"Language of thought, action & change","Greetings, communication & information exchange",əkˈnɒlɪdʒ/ একনলেজ/ ak-nol-ij,Accept or admit the existence or truth of,স্বীকার করা,He refused to acknowledge his mistake.,"A person nodding thoughtfully in agreement, minimal line art style","acknowledge receipt, acknowledge the truth, widely acknowledged","admit, recognise, accept, confirm","deny, ignore"
accept,(v.),"Language of thought, action & change","Greetings, communication & information exchange",əkˈsɛpt/ অ্যাকসেপ্ট/ ak-sept,Consent to receive (a thing offered),গ্রহণ করা,I am happy to accept your invitation.,"Two hands shaking warmly, glowing golden light in the background, symbol of agreement","accept an offer, accept responsibility, accept a challenge","receive, take, agree, approve","refuse, reject"
hi,(exclamation),"Language of thought, action & change","Greetings, communication & information exchange",haɪ/ হাই/ hahy,Used as a friendly greeting,হাই / ওহে,"Hi, how are you today?",A friendly cartoon face cheerfully waving its hand in greeting,"say hi, hi there","hello, hey, greetings","goodbye, farewell"
hello,"(exclamation), (n.)","Language of thought, action & change","Greetings, communication & information exchange",hɛˈloʊ/ হ্যালো/ hel-oh,Used as a greeting or to begin a telephone conversation,হ্যালো,She said hello and smiled.,A person holding a phone to their ear and waving happily,"say hello, big hello","hi, greetings, hey, good day","goodbye, farewell"
help,"(v.), (n.)","Language of thought, action & change","Greetings, communication & information exchange",hɛlp/ হেল্প/ help,Make it easier for (someone) to do something by offering one's services or resources,সাহায্য / সাহায্য করা,Can you help me with this?,"Two hands firmly grasping each other, pulling someone up a steep cliff","need help, help out","assist, aid, support, guidance","hinder, harm"
